refcode,gap
ABAJIX,3.2051
ABOTNI,2.1507
ACEGOH,2.1258
ACEYOW,2.3424
AFOMEQ,2.9467
AGAVAI,2.5969
AGXICO,2.3206
AHUCUE,2.1102
AKASIQ,1.4331
ALOTOL,3.5891
AQIYII,3.4526
AQIZEF,3.3104
AREJUD,3.1834
ARIRIC,3.4018
ARIVEE,2.3266
ASENIA,2.5788
ATUFAW,3.4094
AWESAY,3.1139
AZISUY,2.6229
BABTED,3.6735
BAJWAL,1.7965
BETQAT,4.4141
BEXJUK,2.513
BIJJAG,2.5458
BIVTOP,3.8236
BODQES,4.6838
BOFFOS,2.6053
BOLVAA,4.085
BOXMIK,1.462
BUBHEM,3.764
BUKFAR,2.1235
BUSMOR,3.708
CADYEM,5.3515
CAFZAM,2.2434
CAHQAD,3.4054
CASLOX,2.6482
CAWPOG,2.6299
CAZZUY,2.6671
CEHYAP01,4.336
CEMWIC,2.4693
CEQPIZ,3.0566
CEXLUN,3.5579
CGLYMN,4.3862
CIDKEI,0.9026
CMPYCR,3.4774
COBDEC,0.8352
CODLEO,2.4661
COKLOD,3.7884
COSGEW,4.0539
CSCNCC01,5.9543
CUCWEE,1.1839
CUHGUK,2.1996
CUJNAY,3.3064
CUJSAD,2.1394
CUPCEV,2.5039
CUVGOP01,1.9074
CUWSIW,2.7274
DABPOM,1.5971
DAJVIT,3.2164
DALPEO,2.3285
DAPQOD,1.767
DAQXEY,2.0594
DECKED,2.3637
DEDREK,1.1867
DEFPEJ,2.4829
DEGJEF,2.3071
DEPLES,3.3933
DEXFAN,2.8894
DEXZAK,1.9919
DIDMAG,2.444
DIJQAR,3.3805
DIYVAL,3.9943
DOJCOX,2.5531
DOQRAC,3.8898
DOQXUD,2.2616
DOVMOQ,2.3773
DULQAD,3.4303
DUMCUJ,2.2029
DUSSAL,2.2983
EAMNCR10,3.8394
EBOTEU,2.9437
ECOPAO,2.3158
EDIXIY,2.6529
EDOZAA,2.8298
EGAMUX,2.7111
EGEYIA,2.3324
EJEVEV,2.1159
ELAKOR,3.06
ENUREM,2.4919
EPUTOB,1.235
EQIVOP,2.862
EQOQIK,4.6003
ERUXIZ,3.4301
EVOJEE,4.1617
EWABUA,3.5943
EWANAR,1.9667
EXOVIX,3.3989
EXUKEP,2.297
EYAYIN,3.1821
EYIRUA,2.18
FARZIH,3.5715
FAWQEZ,4.0228
FAYHIZ,2.9805
FAYVAF,2.4572
FEBRAF,3.12
FEHKUZ,3.3647
FEHLIO,3.7511
FEWRIK,2.3191
FEWYAK,2.5947
FEXROR,1.822
FEXTUY,2.9651
FIGMEQ,3.9033
FIPWEG,4.0068
FIWLEE,3.6539
FIYFEB,2.9924
FIYMOP,3.9946
FOQNOP,4.78
FUNHUS,2.4318
FUYTEA,1.8098
GAMZOK,2.4725
GAVNEX,2.2705
GAXYOW,2.2431
GAXZEN,2.7416
GEFZEX,2.3783
GENBUW,3.1663
GENYOP,2.6888
GEPPEX,2.1983
GEQZUY,3.4645
GIBGON,2.8444
GIGGUZ,1.5473
GONTIM,4.1382
GOQZIX,1.7047
GUTXEB,2.3069
GUTYAY,1.7771
GUWWAW,2.4093
HAKPUF,3.2054
HALBEB,2.3127
HAXCOA,3.3065
HECVER,2.2828
HEFGEG,2.1611
HEKXIG,3.5199
HERHAN,3.0853
HESMIB,3.7977
HIDQUJ,1.6818
HIKNAR,3.1118
HINTUU,3.4046
HIPLAU,2.7725
HIZDID,3.2708
HMSIAF13,1.8541
HOGHEQ,2.0394
HOHBUB,2.2581
HOHCAI,3.2045
HUBLUM,2.2287
HUKJAA,2.2743
HUWTIF,3.156
HUYDUB,1.9796
IDIKUD,0.8148
IDUBOY,4.0136
IGUREJ,2.8601
IKERUO,3.7232
IKURAI,3.067
ILASOE,3.8575
ILATEV,3.0858
ILURIR,1.9304
IMETNI01,1.9946
INUXEV,2.5653
ISALNI,2.6718
ISIYAK,4.0831
ITEXAH,2.7258
ITITOU,2.4176
ITOQIS,2.4833
IVEQEF,2.6143
IVUQOH,2.6211
IVUTEY,1.8141
IXAROP,2.5297
IXEPAE,2.5461
IXEQAF,2.6913
JADGOK,1.7791
JASRIF,4.3759
JAWSUY,2.0205
JEDJAE,3.1959
JEJTUN,2.5553
JELSIC,4.1862
JEPPOM,2.6347
JEXKED,2.0431
JIWFUQ,2.265
JIWMIL,2.2571
JIZNEM,2.5657
JODGIT,3.2003
JODNEV,3.5755
JOGYAH,1.2434
JOTNIS,2.0267
JUGHAU,2.1953
JUQDAA,2.0925
JURHIN,2.1632
KAFLUA,1.5497
KAGCIH,1.7586
KEFLUD,1.9946
KEFQOC,2.2643
KEHREV,2.852
KEQVAD,2.7927
KETVEL,1.8359
KEVHIC,1.8429
KIBBED,2.9938
KIJSUR,3.654
KIKNUQ,0.9739
KILBAJ,2.7556
KIQGOG,3.019
KIQMAB,2.0438
KISKED,3.5094
KOBTOL,3.0821
KOHMEA,2.1743
LADCOI,1.8902
LADXIY,2.9482
LAVKEA,1.8834
LAXNUT,3.9202
LAYVOX,2.184
LDHPCR10,3.2818
LEMVOQ,3.213
LIBYOM,2.8132
LILBOY,1.7258
LILZAJ,2.3604
LIWSIT,2.172
LODFAL,3.9857
LOJVEN,0.846
LOQLOS,1.8448
LOXWUQ,1.9111
LUBPOQ,2.2075
LUCYOX,3.6153
LUGDUM,4.0667
LUHHAA,2.1551
LUJREN,3.8203
LUMVEU,3.2557
LUVYAD,3.9509
LUWCUB,1.2487
LUYMAU,2.6556
LUYXUZ,2.3831
MABHAZ,4.245
MAJYUS,1.7374
MAXZOC,1.8076
MCEACR,3.3478
MEHKOA,2.3634
MESROU,3.7982
MICHOV,2.8574
MIJPAZ,3.1082
MIJVAE,2.3457
MIRVEP,3.5704
MIVGIH,2.2766
MOHWOW,2.9205
MOMCIB,1.8103
MORDOM,2.931
MOTCMN,0.9323
MTACNI,2.8242
MUDMIJ,4.2745
MUGYIY,2.1964
NADLIO,3.4829
NADLOU,3.2694
NAJKIS,3.8174
NAKWUS,3.9878
NANJEU,2.6126
NAQQAY,1.7427
NEDGIM,2.0852
NEMXIN,2.1769
NEPMEC,1.6212
NETCAT,1.697
NEYJUY,1.259
NITVES,2.9026
NIWTOC,2.7154
NONTUI,2.0434
NOQTAP,1.8352
NOYJUG,2.2817
NTMTUC,3.2005
NUPTAT,2.4868
NUTHIU,2.405
OBOFOC,4.0912
OEPHNI,2.469
OFINAT,3.2351
OLIWUB,3.0338
ONAPOL,1.4794
ORODOP,2.1116
OSELOO,1.1506
OWIQER,3.5968
OWOGUE,3.4825
PATACO10,2.7175
PATQEG,2.6921
PAYHIG,3.0015
PEHZOU,2.9135
PEVHAC,2.825
PEXKUB,2.3397
PIGDIS,3.0682
