idx,triple
0,1.0714599361869395
1,1.209026077304951
2,1.2225783947154123
3,1.2026219093001431
4,1.184445989756879
5,1.4093826629513573
6,1.1208930595409403
7,1.2101955987144093
8,1.09593772101631
9,1.0384362586967464
10,1.3546844485967902
11,1.1827009729368
12,1.041132017579759
13,1.1000881890515188
14,1.1214619433568207
15,1.289197676406516
16,1.1682785386201235
17,1.1146201799844926
18,1.0274094953287978
19,1.2240330686218006
20,1.1348559434969399
21,1.1056857370993178
22,1.187347584539605
23,1.232689552032694
24,1.2890375237365297
25,1.2382345788381115
26,1.0547367544337911
27,1.2021362918497496
28,1.1833537448151246
29,1.2509175785414015
30,1.110088531017419
31,1.2230702816228272
32,1.2759760163942673
33,1.0617544476335083
34,1.2718214915999022
35,1.4641063155632
36,1.0723574048218125
37,1.1770473939993287
38,1.1292103115410987
39,1.2712002547123165
40,1.1545211749493838
41,1.2450770215802336
42,1.0763273852486481
43,1.1082135047071284
44,1.15546598764012
45,1.0639544858348886
46,1.2306962639799492
47,1.1482044201225845
48,0.8780384077809112
49,1.1940707594640785
50,1.1690166013339078
51,1.2211935660196827
52,1.311069462954855
53,1.0676920344102865
54,1.1493503023075546
55,1.092625228527286
56,1.0947179069894208
57,1.3298610195720122
58,1.2362771180953376
59,1.1710137328697878
60,0.9748708798200906
61,1.2319350694064801
62,1.1600514161218387
63,1.3196167354131276
64,1.0458144610907791
65,1.2815819157911483
66,1.29192193279699
67,1.1024949141988176
68,1.2503096884780842
69,0.9514223611421235
70,1.0904626194178633
71,1.1332227382980233
72,1.146275925475336
73,1.396773286900663
74,1.0854121244860184
75,1.0177822398570435
76,1.3650362674109269
77,1.1764771368133355
78,1.3428743011761615
79,1.0647097038007405
80,1.1019981740112001
81,1.0053205607479976
82,1.4053127216105616
83,1.0252842550924182
84,1.1324425277750705
85,1.1469102411614784
86,0.9264421737392106
87,1.3866542020417771
88,1.1689129140943515
89,1.2423075587139425
90,1.1542215598705756
91,1.3650351221525319
92,1.0531949829932135
93,1.1422769384501372
94,1.2571856257606238
95,1.110251947014175
96,1.1142859436054904
97,1.2884241472833156
98,1.333905133725381
99,1.2170310348805662
100,1.1123555545608805
101,1.1975140256288055
102,1.2917762306408036
103,1.171962272733706
104,1.2635428922581522
105,1.2225737385003246
106,1.213036008096975
107,1.3266772723039044
108,1.098102498781726
109,1.1523232924930806
110,1.2226581695006435
111,0.9665455576498165
112,0.9978721154885398
113,1.2384239227085856
114,1.1936364118005303
115,1.3811609040559178
116,1.1358640763143748
117,1.1328681401990095
118,1.212428637530007
119,1.2865283195585264
120,1.1429965356542544
121,1.1401113303698893
122,1.1834237619659058
123,1.1067509057936693
124,1.2312393918767084
125,1.3293181730473222
126,1.166787796914206
127,1.1596213777224624
128,1.0284562401564856
129,1.2264724325399587
130,1.3016546674527467
131,1.2345200078921723
132,1.287612643264318
133,1.008032662984396
134,1.1288964281448033
135,1.0819066804867312
136,1.2064768629099176
137,1.1583300384703152
138,0.9834832571736803
139,1.2101951824617305
140,0.9490629862077539
141,1.4170867172597388
142,1.1689576933587815
143,1.3086731871193686
144,1.2759350091873056
145,1.1957151712338239
146,1.2338392622026524
147,1.1242971168464446
148,1.2684006610709444
149,1.1341427440738858
150,1.2302137106819142
151,1.0840306144938272
152,1.112312664965765
153,1.021114159993787
154,1.2522228417955998
155,1.3759345527647655
156,1.1988019965766505
157,1.0486472998496372
158,1.0307200709073312
159,1.0409123466472558
160,1.428099873692201
161,1.2536579217012809
162,1.2928775307943825
163,1.3518385067448868
164,1.2419254304588452
165,1.2477447136784248
166,1.1673722923809475
167,1.0102685737692652
168,1.0271393952492673
169,1.2587412514471161
170,1.2879253462983329
171,1.2001313278693784
172,1.1963149078710087
173,1.093200246807321
174,1.079372540963656
175,1.2952041600932067
176,1.3046082736658675
177,1.0794958006612838
178,1.231323698892676
179,1.099990981066599
180,1.3159691946918364
181,1.323086379692209
182,1.1160489296722655
183,1.1017679366536295
184,1.1801280203092923
185,1.0239443942342046
186,1.130239891308376
187,1.1191812195758297
188,1.0932595733056614
189,1.3023099146311352
190,1.052582289680023
191,1.085513221801384
192,1.1097444331850999
193,1.3645287327870408
194,1.1080436221728382
195,1.087804747078317
196,1.2367870423679168
197,1.016271864306883
198,1.0794855281652938
199,1.1326684499367161
200,1.2157364204812469
201,1.0406028684582167
202,1.3324415369470883
203,1.1488434916838601
204,1.046347130964538
205,1.0526180075049099
206,1.388333601481765
207,1.2185370273696168
208,1.3709936306752937
209,1.2475999109385867
210,1.1703890981657834
211,1.2723747178475375
212,1.0480356871109695
213,0.966285711562841
214,1.1026663128177903
215,1.2268274573627758
216,1.182343876228071
217,0.9629561212051234
218,1.3737755777609437
219,1.1833925351162495
220,1.0309623563072212
221,1.1669551237848685
222,1.1780231249394195
223,1.1799882826040977
224,1.1597192451021505
225,1.0470038338993004
226,1.4691580927845604
227,1.3108377638643676
228,1.1964088785483835
229,1.0738241310280079
230,1.2967698328669983
231,1.050944072598105
232,1.283456989008507
233,1.2142608653989113
234,1.2495757300083188
235,1.2261108551535889
236,1.1445310399507314
237,1.1409851530581687
238,0.9327868269737523
239,1.2296150762132947
240,1.3155033804558594
241,1.0591045461631743
242,1.3037011470994282
243,1.0549215230345177
244,1.1712611072543262
245,1.1097879096284313
246,1.0387320989393176
247,1.0647683649927768
248,1.0317377690026275
249,1.0951894883708175
250,1.1300160708576221
251,0.9816614158012543
252,1.0853046719234374
253,1.3367486863638653
254,1.1448444992749114
255,1.2428461359650915
