refcode,gap
ACUQUN,0.08024
ACUTEA,0.10868
AFIMEK,0.08051
AFUGEQ,0.08078
AJIXOI,0.11513
AJOKIV,0.10628
AJOXED,0.09837
AKEHEF,0.11642
ALAMIL,0.10866
AQUMII,0.07791
AREHOU,0.05305
AROSIK,0.08842
ASAFOQ,0.13035
AWOMOP,0.09944
AYESAA,0.05677
BAHGOJ,0.06232
BAHZAN,0.19609
BAKSUD,0.08268
BAKZEU,0.11381
BAQZEB,0.07939
BAWJER,0.12488
BAYPID,0.07287
BEBYUE,0.07149
BEBZAL,0.06873
BEDMUU,0.08864
BEKZUP,0.09383
BELBAY,0.09779
BEVDEN,0.11194
BIGLEJ,0.11825
BILKEN,0.06199
BOKYAC,0.12624
BORDEU,0.07653
BOTZUI,0.1393
BOVFUO,0.09244
BUCGOX,0.08469
BUJLOJ,0.07682
BUJMIE,0.07724
BUZHAH,0.13966
BUZHEL,0.12698
CAQSAR,0.09769
CARBUU,0.11044
CARCIJ,0.10041
CEBYAK,0.11728
CEGBUO,0.08076
CEKCIG,0.10008
CEKCOM,0.10161
CEMBUU,0.0962
CEPKAM,0.09229
CEQGIR,0.09038
CEVPAW,0.08989
CEVPEA,0.05111
CIGKOV,0.10594
CIGVAR,0.08296
CIRRUS,0.12625
CIXSUA,0.09282
COFWOL,0.08319
COFXOM,0.08771
COXDUQ,0.12269
COYVET,0.09518
CUDCAH,0.05427
CUMTUB,0.09112
DADXOW,0.08946
DAPXAW,0.05724
DAPZAX,0.09043
DAWWUW,0.13906
DEFWAP,0.13596
DEHZAU,0.12343
DIFCIH,0.09893
DIGCON,0.07535
DIGCUU,0.11758
DIGVEW,0.10843
DIJDEH,0.05496
DOGJIT,0.12386
DOJZEI,0.07288
DOKROM,0.08099
DOTRIP,0.11935
DOTSAI,0.09534
DUCCAG,0.09227
DUDROK,0.11347
DUJLAX,0.07649
DUYZAA,0.09499
DUZCUY,0.12004
DUZJAL,0.11294
EBAHIB,0.13223
EBAXUD,0.07899
EBAYEO,0.08339
EBOGOU,0.07794
EDUGER,0.10415
EFOXEF,0.08125
EGAYAN,0.08152
EHEBIE,0.14273
EHEBOK,0.09121
EKEXAV,0.10018
EKUPOR,0.09673
ELODOA,0.07888
EQEXAB,0.10919
EQOYEO,0.05001
ESERUQ,0.10897
ESOMEF,0.06713
EWASAX,0.10615
EWATEC,0.10296
EZODUT,0.07878
FAFGIE,0.10617
FAMSAQ,0.09403
FAWYIM,0.18249
FEKLAJ,0.08134
FEMZIJ,0.0584
FIBXOE,0.11681
FIQCOY,0.09067
FOCFOU,0.06632
FOFYAD,0.10432
FOLCUG,0.10709
FOQGEX,0.09169
FORGUR,0.10796
FOWGIJ,0.10329
FOZFAC,0.07244
FUHRIL,0.10267
FULTAJ,0.1711
GABMEE,0.09732
GABVAJ,0.10346
GAQSEZ,0.13011
GEJTOH,0.11963
GEQXUW,0.10671
GETNOL,0.15392
GIBKIO,0.11461
GIDLOW,0.11078
GIGXIE,0.10415
GIQGIY,0.10159
GOJCUG,0.06299
GOWRIT,0.12948
GUDCEN,0.10495
GUSXOH,0.09321
GUWNIX,0.09775
GUZPUN,0.08771
HAFXIY,0.08897
HAKHEG,0.1236
HAMCON,0.08949
HAMCUT,0.08959
HAMHUY,0.08952
HASLAQ,0.00688
HAXFOE,0.08058
HECMUA,0.06199
HERXOS,0.09886
HIDKUB,0.1273
HIJPAT,0.16061
HITGAU,0.07515
HIVVAL,0.10399
HIVZAQ,0.09414
HUBDEO,0.10455
HUBDOY,0.10194
HUQXIC,0.09177
HUTVUO,0.11938
HUWLIV,0.08964
HUYYAD,0.10571
ICUJEY,0.1054
IGUPEG,0.11875
IHIZEE,0.11177
IHOFEQ,0.07868
IJEGEL,0.07817
ILEPAR,0.09403
IMOYUF,0.04143
ISIYIU,0.12169
ISOQOY,0.11587
ISORIT,0.10746
ITIXUF,0.12293
IVEJEY,0.10239
IVEJIC,0.10811
IWOSOD,0.10279
IXOBAA,0.10412
IXUTEA,0.10965
IYEYUH,0.10451
IYOKAI,0.0526
IZORIZ,0.10594
JAFNIQ,0.1281
JEGPOD,0.13012
JEGQIY,0.12148
JEKGEO,0.07889
JESZIT,0.12161
JIDLOA,0.1217
JIKCOY,0.12755
JITNIK,0.08773
JIVNOR,0.08949
JIVTAJ,0.08951
JIVTUD,0.08942
JIVVEP,0.08946
JIVVIT,0.08634
JOKHEX,0.11333
JOMYIV,0.09056
JOPVUI,0.1068
JOWNAK,0.09816
JUFNUV,0.10719
JUNMEK,0.14764
KAMYIJ,0.10889
KASWAE,0.07929
KATZIO,0.0999
KECDEE,0.0886
KECTOE,0.12566
KEHVAW,0.08343
KEJHAL,0.12929
KIDKIS,0.10751
KIDKOY,0.0975
KIMVIO,0.11301
KISTAK,0.11455
KIZBIH,0.10223
KOFWOU,0.07928
KOVRAQ,0.1235
KULPEO,0.10961
LAJSAQ,0.05596
LAJWUO,0.06054
LARQIG,0.09105
LASPIH,0.12176
LASWOU,0.14812
LAWQIM,0.0848
LAXBIV,0.18239
LEBDED,0.12356
LECGIM,0.12637
LEFYED,0.069
LEVDEX,0.09637
LEVXUI,0.0474
LEYPAJ,0.11246
LEYRUF,0.11536
LEYXAR,0.08874
LIFFOV,0.09613
LIMREF,0.09248
LIQXUF,0.07206
LIYGUW,0.04346
LOHFIA,0.09773
LOHFOG,0.08537
LOLVAL,0.06708
LOPFUT,0.08872
LOQWAQ,0.1
LOYTAW,0.13299
LUTYOO,0.07521
LUVMIA,0.08951
MADQAM,0.1179
MAFHEI,0.11552
MAFHIM,0.08657
MAMKAP,0.10953
MILGIX,0.07138
MIRVER,0.11499
MIRWAO,0.05952
MIVSIV,0.14101
MOBBEL,0.09508
MUCGEY,0.10517
MURCOT,0.12799
MUXKOH,0.09777
MUYXUA,0.09259
MUZKUN,0.14408
NALDUB,0.09008
NALPUN,0.06835
NAMFUE,0.07594
NARFEU,0.06461
NARFIX,0.10084
NARFIY,0.06396
NAVPIJ,0.07048
NAVRUA,0.09998
NAWCAR,0.10354
NEHBAE,0.183
NEHHOZ,0.09291
NEJSUT,0.10311
NEKYEH,0.08235
NERXOZ,0.12241
NESJAW,0.08824
NESJEB,0.07426
NESSUC,0.10488
NIKGAQ,0.11551
NILGEV,0.08173
NISHOP,0.05796
NIWPUG,0.11187
NIYRIZ,0.1006
NIZJEN,0.13193
NOFHIA,0.1202
NOGWEN,0.08481
NOLGUS,0.1032
NOPSIX,0.11476
NOQMOW,0.09421
NORLEL,0.10115
NOXGUE,0.1688
NUXWOU,0.09495
OBOHAP,0.08592
OCATOE,0.08905
ODAWOF,0.09837
OGABOQ,0.12548
OGAYOM,0.14637
OGEBEJ,0.07139
OGEDOT,0.2034
OGEDUZ,0.15629
OLUQES,0.12342
ONIBAQ,0.0818
ORUHOZ,0.17875
OTIDUS,0.1118
PALFAL,0.08822
PANVUY,0.134
PAXFOM,0.06994
PEGXOP,0.096
PEMJOI,0.05439
PIDNIA,0.09845
PIJBUH,0.05194
PIJCAO,0.0511
PIQMIN,0.08574
PIVNOZ,0.06748
PIYKOY,0.0282
POJDUQ,0.10223
POQTIA,0.09386
PORJUC,0.06914
PORKAJ,0.06655
POSHUB,0.13262
POYZAF,0.08684
PUCKIJ,0.14375
PUMKEN,0.10609
PUMKIR,0.1128
PUMKUD,0.11759
PUVLIC,0.09958
QAJDOX,0.09891
QAKLET,0.08034
QAXHON,0.09695
QAXMEJ,0.09852
QEHTAB,0.06481
QEJVOQ,0.08574
QIHKIB,0.06606
QIKFEX,0.07711
QIWJAJ,0.08587
QOHGEZ,0.08148
QOKJOR,0.10012
QOPGUY,0.11869
QOPLIS,0.12084
QUBXOC,0.13397
QUMSAU,0.10646
QURSAZ,0.11032
QUSZOV,0.08617
QUTZOW,0.12439
RARPIK,0.09381
RAXFAZ,0.09877
RAYNOX,0.10497
RAZHUY,0.09168
REGPOL,0.14806
RESNIO,0.12606
REZZII,0.07104
RIGCER,0.13816
RIJMEE,0.12842
RIQKAD,0.08393
RIVPET,0.11303
RIZRIC,0.12916
ROGYES,0.11071
ROSMAP,0.10594
RUCKOQ,0.09643
RUCKUW,0.09822
RUFMUC,0.09257
RUHRAO,0.09562
RUQXIL,0.11673
SABGAE,0.10395
SAQMIH,0.06959
SASZIX,0.09643
SAVCUP,0.09101
SEHWAE,0.05782
SEMLUR,0.08947
SEMMEC,0.08944
SEMNON,0.08953
SICLUN,0.0862
SICMAU,0.09025
SIGDET,0.10708
SIGDIX,0.13566
SIGFAR,0.10937
SIGZUF,0.16943
SINFUQ,0.10345
SITTAR,0.08909
SITTEV,0.06483
SIWRIB,0.13925
SOBPUW,0.10589
SOJYUN,0.08708
SOLYUP,0.10279
SOQHIP,0.07942
SOVDIS,0.10644
SOWQOM,0.11536
SUCPAJ,0.1095
SUGMEO,0.08428
SUHCEE,0.08073
SUZGOL,0.13302
TADKIU,0.08553
TAFRAU,0.07353
TAHLAS,0.10886
TAKTIK,0.05601
TASBIB,0.08178
TAWMIQ,0.14945
TAWPEP,0.11809
TAZFIL,0.08375
TEPBEX,0.11803
TEVHAG,0.09572
TEWNIT,0.11218
TEXJIQ,0.02931
TEYDUZ,0.09652
TEYKAJ,0.09864
TEZXAA,0.08759
TIQVAQ,0.11481
TOWHUK,0.10314
TUKRAU,0.17877
TUMCOT,0.09056
TUWREK,0.08932
UDOWAO,0.09439
UDOXET,0.09535
UFUKOV,0.10082
UGETUW,0.08655
UKOSEU,0.10232
ULUDAI,0.09393
UNAZOZ,0.09144
USEDIH,0.09851
USEDUT,0.09123
USIRUK,0.10889
UTIWOL,0.07831
UTOQAX,0.13417
UZAMOY,0.11356
VADDOW,0.09474
VAKKAV,0.13167
VANZAO,0.07233
VANZES,0.09603
VAPPEK,0.13193
VAPTUC,0.0767
VAZMOZ,0.10225
VECPEA,0.0381
VEMQIP,0.12126
