run_id,sweep_id,name,val_score_best,lr,n_s,n_v,noH,seed,radius,dataset,features,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,weight_decay,max_neighbors,n_conv_layers,target_column,distance_emb_dim
9x5hodl9,fpavgbiz,neat-sweep-1,1.2592580811625036,0.001,16,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,0.0001,25,3,HOMO,64
w5ugpuas,fpavgbiz,golden-sweep-2,0.997105232416535,0.0005,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0,50,3,HOMO,64
5usyl2kq,fpavgbiz,worldly-sweep-3,1.1759108648029546,0.0005,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,vector,0.8,0.0001,50,3,HOMO,48
myx261ce,fpavgbiz,dashing-sweep-4,1.5461992393813555,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.0,True,energy,0.8,0.001,25,3,HOMO,32
tlbfq0g6,fpavgbiz,fresh-sweep-5,1.2046015650407975,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.001,10,3,HOMO,48
90yobz83,fpavgbiz,crisp-sweep-6,2.1584138346794246,0.0001,16,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,energy,0.8,0.0001,10,3,HOMO,64
e3ft0y2g,fpavgbiz,pretty-sweep-7,1.1093055342698712,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,25,3,HOMO,32
i82i7jma,fpavgbiz,icy-sweep-8,1.2475954466941013,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,energy,0.8,0.001,25,3,HOMO,32
vum3t1t6,fpavgbiz,scarlet-sweep-9,1.1640906229505392,0.0005,48,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,3,HOMO,32
uxvz9yb9,fpavgbiz,snowy-sweep-10,1.1535264985517828,0.001,32,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.0001,25,3,HOMO,48
lo99meks,fpavgbiz,vocal-sweep-11,1.2063956150604072,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.1,True,vector,0.8,0.001,50,3,HOMO,48
82fc7k01,fpavgbiz,magic-sweep-12,1.0541742804632108,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,0.0001,50,3,HOMO,48
pv1xatzg,fpavgbiz,restful-sweep-13,1.0096771430429743,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,both,0.05,True,vector,0.8,1e-05,50,2,HOMO,48
ijh91vpr,fpavgbiz,super-sweep-14,0.9757357208994468,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,0.0001,50,3,HOMO,64
9qi1g9lb,fpavgbiz,stellar-sweep-15,0.9014660303828996,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.0,50,3,HOMO,48
3926oafw,fpavgbiz,royal-sweep-16,0.9543112448853038,0.0005,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,3,HOMO,48
lygvf4li,fpavgbiz,grateful-sweep-17,0.9727521426449888,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,50,2,HOMO,16
zv1frt7q,fpavgbiz,major-sweep-18,0.9996347560201336,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,3,HOMO,48
a6iws0l2,fpavgbiz,expert-sweep-19,0.9879201829559224,0.001,32,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,2,HOMO,16
ct6gos88,fpavgbiz,hardy-sweep-20,1.0172649027874567,0.001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,2,HOMO,32
pqsok3et,fpavgbiz,splendid-sweep-21,0.9955220630108164,0.001,48,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.05,True,vector,0.8,1e-05,50,2,HOMO,32
xdxnbs2f,fpavgbiz,zany-sweep-22,1.1181676140893282,0.0001,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.0001,50,3,HOMO,16
xdekv37w,fpavgbiz,exalted-sweep-23,0.9624624191793696,0.001,48,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,HOMO,48
5h3bks13,fpavgbiz,winter-sweep-24,1.1105405134131263,0.001,16,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,1e-05,50,2,HOMO,64
3uerxynb,fpavgbiz,cerulean-sweep-25,1.1153917725129163,5e-05,64,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,HOMO,48
64kr33ap,fpavgbiz,happy-sweep-26,1.1881126357902132,0.001,32,,True,123,2.5,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.0,True,vector,0.8,0.001,50,2,HOMO,16
ix5uthmf,fpavgbiz,laced-sweep-27,1.1777361737566954,0.001,64,,True,123,10.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,3,HOMO,32
1aqy45av,fpavgbiz,solar-sweep-28,1.012808344640611,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,vector,0.8,1e-05,50,2,HOMO,32
j31aihrn,fpavgbiz,rose-sweep-29,1.0975321529962114,0.001,64,,True,123,5.0,yuri,torchchem_v1,test:data/yuri/splits/fold_0_test_indices.npy,node,0.1,True,energy,0.8,1e-05,50,2,HOMO,16
