run_id,name,epoch,test_rmse,test_score,val_score_best,lr,n_s,n_v,noH,arch,seed,radius,dataset,features,geometry,splitter,sum_mode,dropout_p,invariant,graph_mode,train_frac,graph_method,weight_decay,max_neighbors,n_conv_layers,target_column,classification,embedding_specs,distance_emb_dim,internal_weights
hevjrzdr,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,428,52.73681640625,25.707046508789062,23.391931533813477,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_9_test_indices.npy,node,0.0,True,vector_masked,0.8004,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
aw7sfxir,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,335,35.20368576049805,21.233890533447266,23.209875106811523,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_7_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
417vf62u,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,471,42.68195343017578,23.945173263549805,23.70780372619629,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_8_test_indices.npy,node,0.0,True,vector_masked,0.8004,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
3q5kh9tm,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,342,37.83667755126953,22.892179489135746,24.768835067749023,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_6_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
oz0g72yx,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,361,49.46912384033203,23.163225173950195,21.06760025024414,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_5_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
eo0icbz7,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,412,53.48504638671875,28.787647247314453,24.203310012817383,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_4_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
kkwutauz,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,408,49.54140090942383,24.710060119628903,22.6767578125,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_3_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
k2cc5oxp,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,370,44.01585006713867,23.81207847595215,20.96822738647461,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_2_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
ev587kgo,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,349,44.559722900390625,22.182859420776367,22.30785369873047,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_1_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
v65bfhvq,cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,291,47.2420539855957,25.884241104125977,20.661928176879883,0.001,32,0,True,normal,123,5.0,data/kulik/dataloader_kulik.py:tmPHOTO,torchchem_v1,xtb,test:data/kulik/tmPHOTO-splits/tmPHOTO_0_test_indices.npy,node,0.0,True,vector_masked,0.8,torchchem_v1,1e-05,50,3,Polarizability,False,"{""multiplicity"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":101,""offset"":0},""total_charge"":{""type"":""categorical"",""per"":""graph"",""in_dim"":1,""emb_dim"":1024,""num_classes"":201,""offset"":100}}",64,False
