name,dataset,target,geometry,scope,invariant,mae_mean,mae_std,rmse_mean,rmse_std
cv10-tmPHOTO_emb-Dispersion_E-inv-noH-ns64-d64-l3-vector-node,tmPHOTO,Dispersion_E,xtb,global,True,0.00125233224825929,9.279214471202538e-05,0.00196911196690049,0.0002070513857595455
cv10-tmPHOTO-Dispersion_E-inv-noH-ns64-d64-l3-vector-node,tmPHOTO,Dispersion_E,xtb,global,True,0.00119667704885694,0.0001240825496155442,0.0019194129766936698,0.00035873922147907093
cv10-tmPHOTO-Dispersion_E-inv-noH-ns48-d32-l3-vector_masked-both,tmPHOTO,Dispersion_E,xtb,local,True,0.00824599647237956,0.0006017774061907103,0.01557687641477809,0.001921913651323976
cv10-tmPHOTO_emb-Dispersion_E-inv-noH-ns48-d32-l3-vector_masked-both,tmPHOTO,Dispersion_E,xtb,local,True,0.00838037850335235,0.0010528568081260826,0.016152784321457107,0.002408256791218167
cv10-tmPHOTO_emb-HOMO-inv-noH-ns64-d32-l3-vector-both,tmPHOTO,HOMO,xtb,global,True,0.006608242494985419,0.00039376785722107673,0.01022810265421863,0.0011841351787830019
cv10-tmPHOTO-HOMO-inv-noH-ns64-d32-l3-vector-both,tmPHOTO,HOMO,xtb,global,True,0.011285534103834361,0.0007027175634978498,0.023976669215199375,0.001875393939277086
cv10-tmPHOTO-HOMO-inv-noH-ns64-d64-l3-vector_masked-node,tmPHOTO,HOMO,xtb,local,True,0.01356591468036776,0.0007097154646223447,0.02646084238430424,0.0018927846190283488
cv10-tmPHOTO_emb-HOMO-inv-noH-ns64-d64-l3-vector_masked-node,tmPHOTO,HOMO,xtb,local,True,0.00853399764746422,0.00043869988348137543,0.012725927587598532,0.0009484470168843311
cv10-tmPHOTO_emb-LUMO-inv-noH-ns64-d64-l3-vector-node,tmPHOTO,LUMO,xtb,global,True,0.00677176215685898,0.000561236006227545,0.011827939748763991,0.002903424181311639
cv10-tmPHOTO-LUMO-inv-noH-ns64-d64-l3-vector-node,tmPHOTO,LUMO,xtb,global,True,0.01021665106743299,0.001223073397634436,0.02174578417688733,0.003253333931926203
cv10-tmPHOTO_emb-LUMO-inv-noH-ns64-d64-l3-vector_masked-both,tmPHOTO,LUMO,xtb,local,True,0.01163287097588177,0.0006673130894868929,0.017215456068515732,0.001127978838348542
cv10-tmPHOTO-LUMO-inv-noH-ns64-d64-l3-vector_masked-both,tmPHOTO,LUMO,xtb,local,True,0.015239911584411351,0.0010782047663176688,0.02609999670327919,0.0018696266557963182
cv10-tmPHOTO_emb-Metal_q-inv-noH-ns64-d16-l3-energy-node,tmPHOTO,Metal_q,xtb,global,True,0.01727575883269305,0.0023117327668328953,0.038598745316266975,0.008952252160956001
cv10-tmPHOTO-Metal_q-inv-noH-ns64-d16-l3-energy-node,tmPHOTO,Metal_q,xtb,global,True,0.01716073361837979,0.0017408492828906567,0.03629914615861844,0.006526659125942702
cv10-tmPHOTO-Metal_q-inv-noH-ns64-d32-l3-vector_masked-both,tmPHOTO,Metal_q,xtb,local,True,0.01925800369598993,0.0020537333805647306,0.04020080766247896,0.0061060930178169605
cv10-tmPHOTO_emb-Metal_q-inv-noH-ns64-d32-l3-vector_masked-both,tmPHOTO,Metal_q,xtb,local,True,0.01995377875864503,0.0025302022059985824,0.042961386218666985,0.0064774266017120835
cv10-tmPHOTO-Polarizability-inv-noH-ns32-d32-l2-energy-node,tmPHOTO,Polarizability,xtb,global,True,1.2116800079273247,0.2704840194252892,3.446696539048817,4.509459293784081
cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d32-l2-energy-node,tmPHOTO,Polarizability,xtb,global,True,1.1086941063404083,0.2560549594072441,3.101274013519287,3.692919427096057
cv10-tmPHOTO_emb-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,tmPHOTO,Polarizability,xtb,local,True,24.231840133666992,2.1672246900307752,45.677233123779295,6.02502914278092
cv10-tmPHOTO-Polarizability-inv-noH-ns32-d64-l3-vector_masked-node,tmPHOTO,Polarizability,xtb,local,True,23.11977111242735,1.856651257813718,43.06081440010904,5.206611456038788
cv10-tmPHOTO_emb-dipole_moment_Debye-inv-noH-ns64-d64-l3-vector-node,tmPHOTO,dipole_moment_Debye,xtb,global,True,1.62207590341568,0.09448366688500333,2.576093339920044,0.26720432867323707
